price_total,quantity,date_created.year,date_created.month,date_created.day,customer.name,country.region,country.country,product.category,product.name
20,473,2016,9,14,Minuteman Cafe,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
89,126,2016,9,14,LuthorCorp,Europe,Greece,Sports,Trial Bike
"155,8",218,2016,9,15,Gringotts,South America,Ecuador,Sports,Rafting Boat
"41,32",152,2016,9,15,North Central Positronics,Europe,Spain,Various,Various
155,257,2016,9,15,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle horn
70,296,2016,9,16,Colonial Movers,Europe,Spain,Sports,Snowboard boots
60,329,2016,9,16,Gizmonic Institute,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
"49,95",233,2016,9,16,ZiffCorp,North America,United States of America,Books,Bicycle Wheel
"108,25",280,2016,9,17,Thatherton Fuels,South America,Ecuador,Videos,"Climb higher, faster, better (2010)"
"157,8",22,2016,9,18,Strickland Propane,South America,Brazil,Videos,Repair your own cross bike (2011)
"209,45",221,2016,9,18,Omni Consimer Products,Europe,Germany,Sports,Mountain Bike
55,244,2016,9,18,LuthorCorp,Europe,Italy,Sports,Trial Bike
145,412,2016,9,19,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle brakes
49,417,2016,9,19,Powell Motors,Europe,Spain,Sports,Tent for extreme weather
190,448,2016,9,19,Omni Consimer Products,Europe,Poland,Sports,Gravel Bike
29,359,2016,9,20,Atlantic Northern,South America,Brazil,Sports,Trial Bike
"152,45",222,2016,9,21,Wayne Enterprises,Europe,Spain,Sports,Snowboard table
"91,67",5,2016,9,21,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Snowboard table
125,151,2016,9,21,Omni Consimer Products,Europe,Germany,Sports,Bicycle horn
65,43,2016,9,22,Gizmonic Institute,South America,Peru,Videos,Extreme mountain bike sessions (2012)
"149,57",365,2016,9,22,LexCorp,South America,Brazil,Sports,Snowboard table
"155,8",80,2016,9,22,Mammoth Pictures,South America,Ecuador,Sports,Rafting Boat
"49,95",446,2016,9,23,Ankh-Sto Associates,Europe,Spain,Books,Build your own bicycle
"257,75",457,2016,9,24,Mammoth Pictures,South America,Ecuador,Sports,Mountain Bike
,45,2016,9,24,,,,,
86,112,2016,9,24,LuthorCorp,Europe,Cyprus,Sports,Trial Bike
150,485,2016,9,25,Transworld Consortium,North America,Canada,Sports,Mountain Bike
"171,25",10,2016,9,26,ZiffCorp,North America,United States of America,Sports,Mountain Bike
29,412,2016,9,27,Atlantic Northern,South America,Brazil,Sports,Trial Bike
55,158,2016,9,27,LuthorCorp,Europe,Lithuania,Sports,Trial Bike
199,246,2016,9,28,"Acme, inc.",Europe,Czech Republic,Sports,Mountain Bike
"73,687",461,2016,9,28,Acme Corp,Europe,Netherlands,Sports,Snowboard table
"49,95",195,2016,9,28,United Fried Chicken,South America,Brazil,Books,Bicycle Wheel
"209,45",482,2016,9,29,Keedsler Motors,Europe,Netherlands,Sports,Mountain Bike
"44,87",463,2016,9,30,Kumatsu Motors,South America,Brazil,Sports,Trial Bike
320,185,2016,9,30,Keedsler Motors,Europe,Netherlands,Sports,BMX Bike
49,345,2016,10,1,Industrial Automation,Europe,Spain,Sports,Mountain Bike
"152,45",322,2016,10,2,Wayne Enterprises,Europe,Spain,Sports,Snowboard table
"236,5",156,2016,10,2,Industrial Automation,Europe,Spain,Sports,Mountain Bike
145,483,2016,10,2,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle brakes
250,212,2016,10,3,Ankh-Sto Associates,Europe,Latvia,Sports,Mountain Bike
25,329,2016,10,3,Incom Corporation,Europe,Spain,Sports,Trial Bike
49,161,2016,10,3,Corellian Engineering Corporation,Europe,Spain,Videos,Extreme mountain bike sessions (2012)
125,286,2016,10,4,Omni Consimer Products,Europe,Germany,Sports,Bicycle horn
10,343,2016,10,4,Central Perk,South America,Ecuador,Sports,Snowboard boots
"49,95",96,2016,10,5,Flowers By Irene,Europe,Denmark,Books,Bicycle Wheel
42,415,2016,10,6,Initrode,Europe,Spain,Sports,Snowboard boots
340,252,2016,10,6,Omni Consimer Products,Europe,Finland,Sports,Mountain Bike
55,214,2016,10,7,General Products,Europe,Czech Republic,Sports,Snowboard boots
42,255,2016,10,8,Initrode,Europe,Spain,Sports,Snowboard boots
"45,83",22,2016,10,8,Extensive Enterprise,South America,Brazil,Sports,Trial Bike
59,455,2016,10,8,Three Waters,South America,Ecuador,Sports,Mountain Bike
"49,95",165,2016,10,9,Keedsler Motors,Europe,Netherlands,Books,Build your own bicycle
135,419,2016,10,9,Mooby Corp,South America,Paraguay,Sports,Climbing boots
"155,8",395,2016,10,10,Gringotts,South America,Ecuador,Sports,Rafting Boat
10,96,2016,10,10,Central Perk,South America,Ecuador,Sports,Snowboard boots
49,264,2016,10,11,Powell Motors,Europe,Spain,Sports,Snowboard table
49,69,2016,10,11,Corellian Engineering Corporation,Europe,Spain,Videos,Extreme mountain bike sessions (2012)
80,57,2016,10,11,Sample Company,Europe,Switzerland,Videos,Living on a windsurf table (2010)
345,326,2016,10,12,Colonial Movers,Europe,Monaco,Sports,Mountain Bike
"114,18",495,2016,10,12,Smith and Co.,Europe,Spain,Sports,Snowboard boots
"193,421",296,2016,10,13,Gringotts,South America,Ecuador,Sports,Climbing equipment
"91,67",475,2016,10,13,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Snowboard table
10,287,2016,10,13,Central Perk,South America,Ecuador,Sports,Snowboard boots
165,405,2016,10,14,Industrial Automation,Europe,Poland,Sports,Climbing glasses
860,174,2016,10,15,Omni Consimer Products,Europe,Germany,Sports,Touring bike
"41,32",374,2016,10,15,North Central Positronics,Europe,Spain,Various,Various
235,450,2016,10,16,"Acme, inc.",Europe,Lithuania,Sports,Mountain Bike
"45,37",316,2016,10,16,Sombra Corporation,Europe,France,Sports,Trial Bike
20,304,2016,10,17,Chotchkies,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
230,216,2016,10,17,Omni Consimer Products,Europe,Ukraine,Sports,Mountain Bike
"45,75",99,2016,10,18,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
"257,75",80,2016,10,18,Mammoth Pictures,South America,Ecuador,Sports,Mountain Bike
20,479,2016,10,18,The Krusty Krab,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
80,108,2016,10,19,Sample Company,Europe,Switzerland,Videos,Living on a windsurf table (2010)
125,263,2016,10,20,Omni Consimer Products,Europe,Germany,Sports,Bicycle Helmet
"49,95",432,2016,10,20,Smith and Co.,Europe,Spain,Books,Build your own bicycle
165,446,2016,10,21,Industrial Automation,Europe,Poland,Sports,Climbing glasses
135,365,2016,10,21,Mooby Corp,South America,Paraguay,Sports,Climbing boots
"80,01",452,2016,10,22,Wentworth Industries,Europe,Ireland,Sports,Termic Jacket 
"168,38",307,2016,10,22,ABC Telecom,South America,Guatemala,Sports,Snowboard boots
14,128,2016,10,22,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
"50,2396",425,2016,10,23,Leeding Engines Ltd.,Europe,Spain,Books,Build your own bicycle
"114,18",281,2016,10,23,Smith and Co.,Europe,Spain,Sports,Snowboard boots
270,261,2016,10,23,Praxis Corporation,Europe,Spain,Various,Various
125,395,2016,10,24,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
20,280,2016,10,24,Chotchkies,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
165,399,2016,10,25,Industrial Automation,Europe,Poland,Sports,Climbing glasses
"115,24",207,2016,10,25,Galaxy Corp,Africa,South Africa,Sports,Snowboard boots
"209,45",246,2016,10,26,Keedsler Motors,Europe,Netherlands,Sports,Snowboard glasses
"105,75",44,2016,10,26,Incom Corporation,Europe,Spain,Sports,Snowboard table
"80,01",107,2016,10,26,Wentworth Industries,Europe,Ireland,Sports,Termic Jacket 
"155,8",7,2016,10,27,Mooby Corp,South America,Ecuador,Sports,Rafting Boat
340,148,2016,10,27,Omni Consimer Products,Europe,Finland,Sports,Mountain Bike
"49,95",343,2016,10,27,Flowers By Irene,Europe,Denmark,Books,Bicycle Wheel
"50,5325",285,2016,10,28,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
"50,2396",433,2016,10,28,Leeding Engines Ltd.,Europe,Spain,Books,Build your own bicycle
140,166,2016,10,28,Omni Consimer Products,Europe,Poland,Sports,Bicycle horn
49,480,2016,10,29,Strickland Propane,South America,Brazil,Sports,Snowboard table
"49,95",430,2016,10,29,Keedsler Motors,Europe,Netherlands,Books,Build your own bicycle
"155,8",415,2016,10,29,Mooby Corp,South America,Ecuador,Sports,Rafting Boat
47,40,2016,10,30,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Mountain Bike
20,445,2016,10,30,Big T Burgers and Fries,Europe,Slovakia (Slovak Republic),Videos,Best windsurf Videos of the year (2013)
125,489,2016,10,31,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
"45,52",323,2016,11,1,Flowers By Irene,Europe,Denmark,Sports,Trial Bike
"120,75",271,2016,11,1,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Snowboard table
"44,8709",233,2016,11,1,Virtucon,South America,Brazil,Sports,Trial Bike
49,314,2016,11,2,QWERTY Logistics,Europe,Portugal,Sports,Tent for extreme weather
50,35,2016,11,3,Osato Chemicals,North America,United States of America,Various,Various
49,59,2016,11,4,Powell Motors,Europe,Spain,Sports,Snowboard table
"155,3",277,2016,11,5,The Legitimate Businessmens Club,South America,Brazil,Sports,Mountain Bike
"45,27",399,2016,11,5,LuthorCorp,Europe,Hungary,Sports,Trial Bike
"41,32",469,2016,11,6,Wayne Enterprises,Europe,Spain,Various,Various
"120,75",150,2016,11,6,Mammoth Pictures,South America,Ecuador,Sports,Snowboard table
230,267,2016,11,6,Omni Consimer Products,Europe,Ukraine,Sports,Mountain Bike
20,48,2016,11,7,Minuteman Cafe,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
"45,2676",470,2016,11,7,LexCorp,South America,Brazil,Sports,Trial Bike
"44,08",77,2016,11,7,Fake Brothers,North America,United States of America,Sports,Trial Bike
140,176,2016,11,8,Omni Consimer Products,Europe,Poland,Sports,Bicycle horn
"108,25",44,2016,11,8,Thatherton Fuels,South America,Ecuador,Videos,"Climb higher, faster, better (2010)"
"44,0279",463,2016,11,9,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Trial Bike
"171,25",143,2016,11,9,Smith and Co.,Europe,Spain,Sports,Tent for extreme weather
"155,3",318,2016,11,9,The Legitimate Businessmens Club,South America,Brazil,Sports,Mountain Bike
"44,08",461,2016,11,10,Fake Brothers,North America,United States of America,Sports,Trial Bike
"155,8",338,2016,11,11,Mammoth Pictures,South America,Ecuador,Sports,Rafting Boat
"137,751",465,2016,11,11,Sirius Cybernetics Corporation,Europe,Spain,Sports,Climbing boots
"49,95",375,2016,11,12,Galaxy Corp,Africa,South Africa,Books,Bicycle Wheel
"44,8709",315,2016,11,12,Virtucon,South America,Brazil,Sports,Trial Bike
49,219,2016,11,12,Corellian Engineering Corporation,Europe,Spain,Videos,Extreme mountain bike sessions (2012)
144,191,2016,11,13,Omni Consimer Products,Europe,Germany,Sports,Road bike
20,480,2016,11,13,Big T Burgers and Fries,Europe,Slovakia (Slovak Republic),Videos,Best windsurf Videos of the year (2013)
36,174,2016,11,13,Thrift Bank,South America,Ecuador,Sports,Paddle Tennis Set
"120,75",18,2016,11,14,Three Waters,South America,Ecuador,Sports,Snowboard table
"49,3507",158,2016,11,14,Globo-Chem,North America,Canada,Books,Bicycle Wheel
89,479,2016,11,14,Gizmonic Institute,South America,Columbia,Videos,Extreme mountain bike sessions (2012)
"45,75",121,2016,11,15,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
28,439,2016,11,15,Fake Brothers,North America,United States of America,Sports,Termic Jacket 
"171,25",118,2016,11,16,ZiffCorp,North America,United States of America,Sports,Mountain Bike
"49,3507",434,2016,11,16,Globo-Chem,North America,Canada,Books,Bicycle Wheel
"171,25",493,2016,11,17,Smith and Co.,Europe,Spain,Sports,Tent for extreme weather
"49,95",415,2016,11,18,Smith and Co.,Europe,Spain,Books,Build your own bicycle
"92,233",394,2016,11,18,Allied Biscuit,North America,United States of America,Videos,"Climb higher, faster, better (2022)"
"209,45",417,2016,11,19,Keedsler Motors,Europe,Netherlands,Sports,Snowboard glasses
144,433,2016,11,19,Omni Consimer Products,Europe,Germany,Sports,Road bike
165,350,2016,11,19,Industrial Automation,Europe,Poland,Sports,Climbing glasses
180,454,2016,11,20,Omni Consimer Products,Europe,Germany,Sports,Gravel Bike
20,413,2016,11,20,Milliways,Europe,Germany,Videos,Best windsurf Videos of the year (2013)
"115,54",3,2016,11,20,"Acme, inc.",Europe,Spain,Sports,Snowboard boots
68,485,2016,11,21,LuthorCorp,Europe,Hungary,Videos,Living on a windsurf table (2010)
20,428,2016,11,22,Taco Grande,Europe,France,Videos,Best windsurf Videos of the year (2013)
"146,5",328,2016,11,22,Sirius Cybernetics Corporation,Europe,Spain,Sports,Snowboard table
55,234,2016,11,22,LuthorCorp,Europe,Lithuania,Sports,Trial Bike
"120,75",282,2016,11,23,Mammoth Pictures,South America,Ecuador,Sports,Snowboard table
56,172,2016,11,24,Allied Biscuit,Europe,Poland,Videos,"Climb higher, faster, better (2022)"
"152,45",17,2016,11,24,Wayne Enterprises,Europe,Spain,Sports,Snowboard table
88,39,2016,11,24,General Products,Europe,Austria,Sports,Snowboard boots
"94,52",77,2016,11,25,Bluth Company,South America,Brazil,Sports,Snowboard table
"155,8",443,2016,11,26,Water and Power,South America,Ecuador,Sports,Rafting Boat
"236,5",258,2016,11,27,Industrial Automation,Europe,Spain,Sports,Mountain Bike
"146,5",85,2016,11,28,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
"47,9592",267,2016,11,29,Demo Company,South America,Uruguay,Books,Build your own bicycle
"155,8",84,2016,11,29,Mammoth Pictures,South America,Ecuador,Sports,Rafting Boat
333,269,2016,11,30,Ankh-Sto Associates,Europe,Sweden,Sports,Mountain Bike
20,396,2016,11,30,Taco Grande,Europe,France,Videos,Best windsurf Videos of the year (2013)
"49,3507",96,2016,12,1,Globo-Chem,North America,Canada,Books,Bicycle Wheel
49,442,2016,12,1,Powell Motors,Europe,Spain,Sports,Snowboard table
75,409,2016,12,1,Gizmonic Institute,South America,Mexico,Videos,Extreme mountain bike sessions (2012)
125,44,2016,12,2,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
48,359,2016,12,3,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Tent for extreme weather
59,453,2016,12,3,Three Waters,South America,Ecuador,Sports,Mountain Bike
55,213,2016,12,4,General Products,Europe,Czech Republic,Sports,Snowboard boots
"197,29",18,2016,12,4,Ankh-Sto Associates,Europe,Spain,Sports,Mountain Bike
"44,87",476,2016,12,4,Kumatsu Motors,South America,Brazil,Sports,Trial Bike
"41,32",71,2016,12,5,Praxis Corporation,Europe,Spain,Various,Various
195,375,2016,12,5,"Sample, inc",Europe,Switzerland,Sports,Mountain Bike
860,330,2016,12,5,Omni Consimer Products,Europe,Germany,Sports,Touring bike
217,188,2016,12,6,"Acme, inc.",Europe,Spain,Sports,Mountain Bike
"155,3",241,2016,12,6,The Legitimate Businessmens Club,South America,Brazil,Sports,Mountain Bike
"49,95",96,2016,12,7,Flowers By Irene,Europe,Denmark,Books,Bicycle Wheel
"49,95",395,2016,12,8,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
155,92,2016,12,8,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle horn
70,349,2016,12,9,General Products,Europe,Spain,Sports,Snowboard boots
"115,54",478,2016,12,9,"Acme, inc.",Europe,Spain,Sports,Snowboard boots
"110,37",230,2016,12,9,"Demo, inc.",South America,Brazil,Sports,Snowboard boots
345,346,2016,12,10,Colonial Movers,Europe,Monaco,Sports,Mountain Bike
"168,38",498,2016,12,10,ABC Telecom,South America,Guatemala,Sports,Snowboard boots
"41,32",275,2016,12,11,Wayne Enterprises,Europe,Spain,Various,Various
88,182,2016,12,11,General Products,Europe,Austria,Sports,Snowboard boots
"146,5",344,2016,12,12,Sirius Cybernetics Corporation,Europe,Spain,Sports,Snowboard table
"41,32",153,2016,12,12,Wayne Enterprises,Europe,Spain,Various,Various
"140,1",155,2016,12,12,Acme Corp,Europe,Netherlands,Videos,"Climb higher, faster, better (2010)"
47,490,2016,12,13,Globo-Chem,North America,Canada,Sports,Mountain Bike
"49,95",265,2016,12,13,Ankh-Sto Associates,Europe,Spain,Books,Build your own bicycle
"144,1",259,2016,12,13,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Mountain Bike
"45,37",148,2016,12,14,Sombra Corporation,Europe,France,Sports,Trial Bike
"49,95",431,2016,12,15,General Products,Europe,Spain,Books,Bicycle Wheel
55,387,2016,12,15,General Products,Europe,Czech Republic,Sports,Snowboard boots
"49,95",350,2016,12,16,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Books,Bicycle Wheel
"91,67",166,2016,12,16,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Snowboard table
"236,5",468,2016,12,17,Powell Motors,Europe,Spain,Sports,Mountain Bike
125,214,2016,12,17,Omni Consimer Products,Europe,Germany,Sports,Bicycle Helmet
46,43,2016,12,17,LuthorCorp,Europe,Slovakia (Slovak Republic),Sports,Trial Bike
"49,5",81,2016,12,18,Tessier-Ashpool,Europe,Portugal,Sports,Trial Bike
59,127,2016,12,19,Three Waters,South America,Ecuador,Sports,Mountain Bike
195,241,2016,12,19,"Sample, inc",Europe,Switzerland,Sports,Mountain Bike
150,454,2016,12,20,Transworld Consortium,North America,Canada,Sports,Mountain Bike
"160,77",242,2016,12,20,Galaxy Corp,Africa,South Africa,Sports,Snowboard table
20,463,2016,12,20,Klimpys,South America,Brazil,Videos,Best windsurf Videos of the year (2013)
50,402,2016,12,21,Osato Chemicals,North America,United States of America,Various,Various
"155,4",48,2016,12,21,"Sample, inc",Europe,Switzerland,Sports,Snowboard table
140,32,2016,12,22,Omni Consimer Products,Europe,Poland,Sports,Bicycle Helmet
49,145,2016,12,22,Tessier-Ashpool,Europe,Portugal,Sports,Tent for extreme weather
130,325,2016,12,22,ABC Telecom,South America,Guatemala,Sports,Snowboard glasses
"152,45",260,2016,12,23,Wayne Enterprises,Europe,Spain,Sports,Snowboard table
"45,52",180,2016,12,23,Flowers By Irene,Europe,Denmark,Sports,Trial Bike
145,167,2016,12,23,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle brakes
"49,95",330,2016,12,24,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Books,Bicycle Wheel
140,230,2016,12,24,Omni Consimer Products,Europe,Poland,Sports,Bicycle brakes
14,325,2016,12,24,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
"49,5",494,2016,12,25,Fake Brothers,North America,United States of America,Sports,Trial Bike
"152,45",98,2016,12,25,Wayne Enterprises,Europe,Spain,Sports,Snowboard table
"26,95",368,2016,12,26,Bluth Company,South America,Brazil,Videos,Communicate your skills (2009)
"94,52",107,2016,12,26,Bluth Company,South America,Brazil,Sports,Snowboard table
49,396,2016,12,27,Powell Motors,Europe,Spain,Sports,Tent for extreme weather
20,416,2016,12,28,The Frying Dutchman,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
49,334,2016,12,28,Strickland Propane,South America,Brazil,Sports,Snowboard table
14,398,2016,12,28,Western Gas & Electric,South America,Ecuador,Sports,Climbing boots
20,66,2016,12,29,The Krusty Krab,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
"49,95",233,2016,12,29,Sample Company,Europe,Switzerland,Books,Bicycle Wheel
243,471,2016,12,30,Keedsler Motors,Europe,Italy,Sports,Mountain Bike
49,451,2016,12,31,North Central Positronics,Europe,Spain,Sports,Tent for extreme weather
125,75,2017,1,1,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
99,456,2017,1,1,LuthorCorp,Europe,Croatia,Sports,Trial Bike
"47,9592",486,2017,1,2,Demo Company,South America,Uruguay,Books,Build your own bicycle
14,219,2017,1,2,"Sample, inc",Europe,Switzerland,Sports,Termic Jacket 
28,82,2017,1,2,Fake Brothers,North America,United States of America,Sports,Termic Jacket 
"45,27",162,2017,1,3,LuthorCorp,Europe,Hungary,Sports,Trial Bike
"168,38",26,2017,1,3,ABC Telecom,South America,Guatemala,Sports,Snowboard boots
140,294,2017,1,3,Omni Consimer Products,Europe,Poland,Sports,Bicycle Gloves
"49,95",396,2017,1,4,Globex Corporation,Europe,Slovakia (Slovak Republic),Books,Bicycle Wheel
"120,75",87,2017,1,4,Mammoth Pictures,South America,Ecuador,Sports,Snowboard table
"44,8709",233,2017,1,4,Virtucon,South America,Brazil,Sports,Trial Bike
"45,52",169,2017,1,5,Flowers By Irene,Europe,Denmark,Sports,Trial Bike
195,473,2017,1,6,"Sample, inc",Europe,Switzerland,Sports,Mountain Bike
55,254,2017,1,7,LuthorCorp,Europe,Lithuania,Sports,Trial Bike
29,272,2017,1,7,Taggart Transcontinental,North America,United States of America,Sports,Trial Bike
125,402,2017,1,8,Omni Consimer Products,Europe,Germany,Sports,Bicycle Helmet
180,489,2017,1,9,Omni Consimer Products,Europe,Estonia,Sports,Mountain Bike
"137,751",441,2017,1,10,Sirius Cybernetics Corporation,Europe,Spain,Sports,Climbing boots
"257,75",434,2017,1,10,Mammoth Pictures,South America,Ecuador,Sports,Mountain Bike
70,305,2017,1,10,General Products,Europe,Spain,Sports,Snowboard boots
240,29,2017,1,11,Powell Motors,Europe,Portugal,Sports,Mountain Bike
14,465,2017,1,11,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Mountain Bike
"155,8",38,2017,1,12,Western Gas & Electric,South America,Ecuador,Sports,Rafting Boat
"190,05",7,2017,1,12,Wayne Enterprises,Europe,Spain,Sports,Tent for extreme weather
90,83,2017,1,13,ABC Telecom,South America,Guatemala,Sports,Tent for extreme weather
998,36,2017,1,14,Keedsler Motors,Europe,Netherlands,Sports,E-Bike
"42,07",301,2017,1,15,Virtucon,South America,Brazil,Sports,Trial Bike
55,312,2017,1,16,LuthorCorp,Europe,Italy,Sports,Trial Bike
"45,27",448,2017,1,16,LuthorCorp,Europe,Hungary,Sports,Trial Bike
"75,5",79,2017,1,17,123 Warehousing,North America,United States of America,Sports,Mountain Bike
"144,1",495,2017,1,17,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Mountain Bike
"45,2676",103,2017,1,18,LexCorp,South America,Brazil,Sports,Trial Bike
"49,95",166,2017,1,18,Keedsler Motors,Europe,Netherlands,Books,Build your own bicycle
"108,25",96,2017,1,18,Thatherton Fuels,South America,Ecuador,Videos,"Climb higher, faster, better (2010)"
20,303,2017,1,19,Plow King,Europe,France,Videos,Best windsurf Videos of the year (2013)
"49,95",95,2017,1,19,Galaxy Corp,Africa,South Africa,Books,Bicycle Wheel
14,335,2017,1,20,Western Gas & Electric,South America,Ecuador,Sports,Climbing boots
"44,87",229,2017,1,20,Kumatsu Motors,South America,Brazil,Sports,Trial Bike
"49,95",110,2017,1,21,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Books,Bicycle Wheel
190,343,2017,1,22,U.S. Robotics and Mechanical Men,South America,French Guyana,Sports,Mountain Bike
"45,2676",82,2017,1,22,LexCorp,South America,Brazil,Sports,Trial Bike
20,440,2017,1,23,The Frying Dutchman,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
"155,51",223,2017,1,23,Colonial Movers,Europe,Spain,Sports,Mountain Bike
25,423,2017,1,24,Incom Corporation,Europe,Spain,Sports,Trial Bike
"44,03",422,2017,1,24,123 Warehousing,North America,United States of America,Sports,Trial Bike
190,271,2017,1,24,Omni Consimer Products,Europe,Poland,Sports,Gravel Bike
"152,45",322,2017,1,25,Wayne Enterprises,Europe,Spain,Sports,Snowboard table
28,141,2017,1,25,Fake Brothers,North America,United States of America,Sports,Termic Jacket 
270,232,2017,1,26,Praxis Corporation,Europe,Spain,Various,Various
"160,77",23,2017,1,26,Galaxy Corp,Africa,South Africa,Sports,Snowboard table
"146,5",438,2017,1,26,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
"26,95",39,2017,1,27,Bluth Company,South America,Brazil,Videos,Communicate your skills (2009)
"155,8",244,2017,1,27,Thrift Bank,South America,Ecuador,Sports,Rafting Boat
"50,5325",178,2017,1,27,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
125,391,2017,1,28,Omni Consimer Products,Europe,Germany,Sports,Bicycle Gloves
20,451,2017,1,29,The Frying Dutchman,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
"171,25",360,2017,1,29,ZiffCorp,North America,United States of America,Sports,Mountain Bike
"49,95",403,2017,1,30,Globex Corporation,Europe,Slovakia (Slovak Republic),Books,Bicycle Wheel
"171,25",256,2017,1,30,ZiffCorp,North America,United States of America,Sports,Mountain Bike
"162,71",108,2017,1,30,Transworld Consortium,North America,United States of America,Sports,Mountain Bike
"209,45",458,2017,1,31,Keedsler Motors,Europe,Netherlands,Sports,Snowboard glasses
75,340,2017,1,31,Gizmonic Institute,South America,Mexico,Videos,Extreme mountain bike sessions (2012)
60,460,2017,1,31,Gizmonic Institute,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
"75,5",161,2017,2,1,123 Warehousing,North America,United States of America,Sports,Mountain Bike
"171,25",206,2017,2,1,ZiffCorp,North America,United States of America,Sports,Mountain Bike
190,89,2017,2,1,U.S. Robotics and Mechanical Men,South America,French Guyana,Sports,Mountain Bike
20,404,2017,2,2,Klimpys,South America,Brazil,Videos,Best windsurf Videos of the year (2013)
"45,83",366,2017,2,3,Extensive Enterprise,South America,Brazil,Sports,Trial Bike
145,216,2017,2,3,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle brakes
20,404,2017,2,3,The Frying Dutchman,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
20,192,2017,2,4,Niagular,Europe,France,Videos,Best windsurf Videos of the year (2013)
"49,95",477,2017,2,4,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Books,Bicycle Wheel
"162,71",179,2017,2,5,Transworld Consortium,North America,United States of America,Sports,Mountain Bike
20,5,2017,2,5,Taco Grande,Europe,France,Videos,Best windsurf Videos of the year (2013)
"44,87",236,2017,2,5,Kumatsu Motors,South America,Brazil,Sports,Trial Bike
"110,37",248,2017,2,6,ABC Telecom,South America,Guatemala,Sports,Snowboard boots
144,179,2017,2,7,Omni Consimer Products,Europe,Germany,Sports,Road bike
"155,8",67,2017,2,7,Mooby Corp,South America,Ecuador,Sports,Rafting Boat
"197,29",257,2017,2,8,Ankh-Sto Associates,Europe,Spain,Sports,Mountain Bike
"45,99",399,2017,2,8,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Trial Bike
"49,3507",48,2017,2,8,Globo-Chem,North America,Canada,Books,Bicycle Wheel
36,456,2017,2,9,Thrift Bank,South America,Ecuador,Sports,Paddle Tennis Set
"110,37",120,2017,2,9,ABC Telecom,South America,Guatemala,Sports,Snowboard boots
145,47,2017,2,9,Industrial Automation,Europe,Germany,Sports,Climbing glasses
"105,75",430,2017,2,10,Incom Corporation,Europe,Spain,Sports,Snowboard table
"94,52",437,2017,2,10,Bluth Company,South America,Brazil,Sports,Snowboard table
"49,95",403,2017,2,10,Sample Company,Europe,Switzerland,Books,Bicycle Wheel
"197,29",147,2017,2,11,Ankh-Sto Associates,Europe,Spain,Sports,Mountain Bike
